ES,0.00
ESRX,0.00
ESS,0.00
ETFC,0.00
ETN,0.00
ETR,0.00
EVHC,0.00
EW,0.00
EXC,0.00
EXPD,0.00
EXPE,0.00
EXR,0.00
F,0.00
FAST,0.00
FB,0.00
FBHS,0.00
FCX,0.00
FDX,0.00
FE,0.00
FFIV,0.00
FIS,0.00
FISV,0.00
FITB,0.00
FL,0.00
FLIR,0.00
FLR,0.00
FLS,0.00
FMC,0.00
FOX,0.00
FOXA,0.00
FRT,0.00
FTI,0.00
FTV,0.00
GD,0.00
GE,0.00
GGP,0.00
GILD,0.00
GIS,0.00
GLW,0.00
GM,0.00
GOOG,0.00
GOOGL,0.00
GPC,0.00
GPN,0.00
GPS,0.00
GRMN,0.00
GS,0.00
GT,0.00
GWW,0.00
HAL,0.00
HAS,0.00
HBAN,0.00
HBI,0.00
HCA,0.00
HCN,0.00
HCP,0.00
HD,0.00
HES,0.00
HIG,0.00
HII,0.00
HLT,0.00
HOG,0.00
HOLX,0.00
HON,0.00
HP,0.00
HPE,0.00
HPQ,0.00
HRB,0.00
HRL,0.00
HRS,0.00
HSIC,0.00
HST,0.00
HSY,0.00
HUM,0.00
IBM,0.00
ICE,0.00
IDXX,0.00
IFF,0.00
ILMN,0.00
INCY,0.00
INFO,0.00
INTC,0.00
INTU,0.00
IP,0.00
IPG,0.00
IQV,0.00
IR,0.00
IRM,0.00
ISRG,0.00
IT,0.00
ITW,0.00
IVZ,0.00
JBHT,0.00
JCI,0.00
JEC,0.00
JNJ,0.00
JNPR,0.00
JPM,0.00
JWN,0.00
K,0.00
KEY,0.00
KHC,0.00
KIM,0.00
KLAC,0.00
KMB,0.00
KMI,0.00
KMX,0.00
KO,0.00
KORS,0.00
KR,0.00
KSS,0.00
KSU,0.00
L,0.00
LB,0.00
LEG,0.00
LEN,0.00
LH,0.00
LKQ,0.00
LLL,0.00
LLY,0.00
LMT,0.00
LNC,0.00
LNT,0.00
LOW,0.00
LRCX,0.00
LUK,0.00
LUV,0.00
LYB,0.00
M,0.00
MA,0.00
MAA,0.00
MAC,0.00
MAR,0.00
MAS,0.00
MAT,0.00
MCD,0.00
MCHP,0.00
MCK,0.00
MCO,0.00
MDLZ,0.00
MDT,0.00
MET,0.00
MGM,0.00
MHK,0.00
MKC,0.00
MLM,0.00
MMC,0.00
MMM,0.00
MNST,0.00
MO,0.00
MON,0.00
MOS,0.00
MPC,0.00
MRK,0.00
MRO,0.00
MS,0.00
MSFT,0.00
MSI,0.00
MTB,0.00
MTD,0.00
MU,0.00
MYL,0.00
NAVI,0.00
NBL,0.00
NCLH,0.00
NDAQ,0.00
NEE,0.00
NEM,0.00
NFLX,0.00
NFX,0.00
NI,0.00
NKE,0.00
NLSN,0.00
NOC,0.00
NOV,0.00
NRG,0.00
NSC,0.00
NTAP,0.00
NTRS,0.00
NUE,0.00
NVDA,0.00
NWL,0.00
NWS,0.00
NWSA,0.00
O,0.00
OKE,0.00
OMC,0.00
ORCL,0.00
ORLY,0.00
OXY,0.00
PAYX,0.00
PBCT,0.00
PCAR,0.00
PCG,0.00
PCLN,0.00
PDCO,0.00
PEG,0.00
PEP,0.00
PFE,0.00
PFG,0.00
PG,0.00
PGR,0.00
PH,0.00
PHM,0.00
PKG,0.00
PKI,0.00
PLD,0.00
PM,0.00
PNC,0.00
PNR,0.00
PNW,0.00
PPG,0.00
PPL,0.00
PRGO,0.00
PRU,0.00
PSA,0.00
PSX,0.00
PVH,0.00
PWR,0.00
PX,0.00
PXD,0.00
PYPL,0.00
QCOM,0.00
QRVO,0.00
RCL,0.00
RE,0.00
REG,0.00
REGN,0.00
RF,0.00
RHI,0.00
RHT,0.00
RJF,0.00
RL,0.00
RMD,0.00
ROK,0.00
ROP,0.00
ROST,0.00
RRC,0.00
RSG,0.00
RTN,0.00
SBAC,0.00
SBUX,0.00
SCG,0.00
SCHW,0.00
SEE,0.00
SHW,0.00
SIG,0.00
SJM,0.00
SLB,0.00
SLG,0.00
SNA,0.00
SNI,0.00
SNPS,0.00
SO,0.00
SPG,0.00
SPGI,0.00
SRCL,0.00
SRE,0.00
STI,0.00
STT,0.00
STX,0.00
STZ,0.00
SWK,0.00
SWKS,0.00
SYF,0.00
SYK,0.00
SYMC,0.00
SYY,0.00
T,0.00
TAP,0.00
TDG,0.00
TEL,0.00
TGT,0.00
TIF,0.00
TJX,0.00
TMK,0.00
TMO,0.00
TPR,0.00
TRIP,0.00
TROW,0.00
TRV,0.00
TSCO,0.00
TSN,0.00
TSS,0.00
TWX,0.00
TXN,0.00
TXT,0.00
UA,0.00
UAA,0.00
UAL,0.00
UDR,0.00
UHS,0.00
ULTA,0.00
UNH,0.00
UNM,0.00
UNP,0.00
UPS,0.00
URI,0.00
USB,0.00
UTX,0.00
V,0.00
VAR,0.00
VFC,0.00
VIAB,0.00
VLO,0.00
VMC,0.00
VNO,0.00
VRSK,0.00
VRSN,0.00
VRTX,0.00
VTR,0.00
VZ,0.00
WAT,0.00
WBA,0.00
WDC,0.00
WEC,0.00
WFC,0.00
WHR,0.00
WLTW,0.00
WM,0.00
WMB,0.00
WMT,0.00
WRK,0.00
WU,0.00
WY,0.00
WYN,0.00
WYNN,0.00
XEC,0.00
XEL,0.00
XL,0.00
XLNX,0.00
XOM,0.00
XRAY,0.00
XRX,0.00
XYL,0.00
YUM,0.00
ZBH,0.00
ZION,0.00
ZTS,0.00
